experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
c7cc7b18-513f-4f2d-9dfc-30e91096ebbc,2024-10-09-22-58-03,2024-10-09-22-58-03,True,2024-10-09 22:58:03.808536,,,Pipeline has been started.,experiment.csv,,,2024-10-09 22:58:03.808626
c7cc7b18-513f-4f2d-9dfc-30e91096ebbc,2024-10-09-22-58-03,2024-10-09-22-58-03,False,2024-10-09 22:58:03.808536,2024-10-09 22:58:10.004762,0 days 00:00:06.196226,Pipeline has been completed.,experiment.csv,0.8525040011547723,True,2024-10-09 22:58:10.004819
6d20e7f7-6c97-4f33-8459-4cd0dd03335a,2024-10-09-22-58-15,2024-10-09-22-58-15,True,2024-10-09 22:58:15.493939,,,Pipeline has been started.,experiment.csv,,,2024-10-09 22:58:15.494006
6d20e7f7-6c97-4f33-8459-4cd0dd03335a,2024-10-09-22-58-15,2024-10-09-22-58-15,False,2024-10-09 22:58:15.493939,2024-10-09 22:58:21.468058,0 days 00:00:05.974119,Pipeline has been completed.,experiment.csv,0.8519077388850127,False,2024-10-09 22:58:21.468109
