person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio,indexed_cb_person_default_on_file,indexed_person_home_ownership,indexed_loan_intent,indexed_loan_grade,indexed_income_group,indexed_age_group,indexed_loan_amount_group,prediction,prediction_loan_status
34,90000.0,,7,,,56000.0,13,0.78,,5.0,,,,0.6222222222222222,1.25E-4,2.3214285714285714E-4,1.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0
